Offers_Id,Business_Id,Price,Description,DiscountPercentage,StartDate,EndDate
1100,17445018,152,Buy 1 Get 1,25,2/10/2023,12/17/2024
1101,482246,139,Discount on meals,44,12/4/2023,4/1/2024
1102,5958234,14,Special Combo,13,9/14/2023,2/26/2024
1103,15172383,196,Buy 1 Get 1,33,9/7/2023,11/27/2024
1104,12380539,164,Special Combo,47,11/22/2023,4/21/2024
1105,4131879,168,Buy 1 Get 1,8,2/7/2023,1/27/2024
1106,7284388,194,Special Combo,30,12/28/2023,7/23/2024
1107,2621987,136,Discount on meals,17,6/21/2023,2/15/2024
1108,7174457,113,Special Combo,41,7/7/2023,1/18/2024
1109,12871979,146,Special Combo,29,5/6/2023,6/15/2024
1110,5094046,112,Special Combo,49,11/5/2023,6/12/2024
1111,4291102,110,Buy 1 Get 1,20,5/25/2023,11/19/2024
1112,6556588,59,Discount on meals,11,8/7/2023,7/25/2024
1113,4569373,149,Special Combo,49,12/20/2023,8/4/2024
1114,4721030,110,Buy 1 Get 1,38,11/4/2023,7/12/2024
1115,14165898,176,Happy Hour,43,5/6/2023,12/30/2024
1116,12157899,84,Buy 1 Get 1,24,9/20/2023,7/29/2024
1117,15162574,134,Happy Hour,25,4/18/2023,11/6/2024
1118,4245358,134,Buy 1 Get 1,33,6/17/2023,7/18/2024
1119,2324642,95,Happy Hour,36,7/3/2023,8/5/2024
1120,3795262,161,Discount on meals,15,4/12/2023,12/22/2024
1121,5096687,168,Buy 1 Get 1,17,8/13/2023,7/31/2024
1122,7621902,13,Happy Hour,19,7/19/2023,5/18/2024
1123,2345886,149,Discount on meals,34,7/26/2023,4/14/2024
1124,10513728,195,Buy 1 Get 1,45,9/18/2023,1/3/2024
1125,935219,67,Happy Hour,22,8/28/2023,5/10/2024
1126,12722857,72,Buy 1 Get 1,46,1/15/2023,12/27/2024
1127,2218830,174,Special Combo,37,7/20/2023,3/1/2024
1128,1818174,182,Special Combo,24,4/12/2023,1/7/2024
1129,3322073,61,Happy Hour,38,6/10/2023,4/11/2024
1130,17567834,30,Special Combo,47,9/14/2023,10/11/2024
1131,13442035,60,Special Combo,40,12/20/2023,4/26/2024
1132,12969928,86,Discount on meals,32,10/29/2023,11/20/2024
1133,4569961,199,Discount on meals,46,8/21/2023,4/18/2024
1134,12388065,107,Discount on meals,5,8/16/2023,10/14/2024
1135,14990480,110,Discount on meals,37,2/9/2023,2/3/2024
1136,4712191,51,Special Combo,32,7/14/2023,7/25/2024
1137,5267057,127,Happy Hour,9,12/21/2023,8/29/2024
1138,4493492,184,Special Combo,27,3/31/2023,12/2/2024
1139,479382,49,Discount on meals,27,10/12/2023,1/8/2024
1140,12315512,80,Happy Hour,9,2/14/2023,2/1/2024
1141,4709261,27,Happy Hour,13,2/27/2023,12/28/2024
1142,15164324,83,Discount on meals,5,10/11/2023,2/2/2024
1143,1128770,106,Special Combo,45,1/10/2023,3/9/2024
1144,11829734,68,Discount on meals,36,2/10/2023,12/4/2024
1145,2321555,115,Special Combo,40,7/15/2023,9/7/2024
1146,15172713,141,Special Combo,32,12/2/2023,7/29/2024
1147,423844,178,Buy 1 Get 1,47,2/4/2023,4/5/2024
1148,17433839,115,Buy 1 Get 1,17,11/2/2023,3/10/2024
1149,457812,166,Buy 1 Get 1,39,11/12/2023,8/3/2024
1150,4726922,20,Buy 1 Get 1,8,1/2/2023,6/11/2024
1151,10734472,125,Buy 1 Get 1,45,7/4/2023,8/16/2024
1152,12883734,129,Discount on meals,27,9/18/2023,5/22/2024
1153,17332908,30,Discount on meals,11,3/6/2023,6/24/2024
1154,423945,60,Happy Hour,19,12/4/2023,8/7/2024
1155,1097665,67,Happy Hour,20,11/14/2023,7/26/2024
1156,10155371,98,Happy Hour,24,12/3/2023,9/11/2024
1157,7251115,43,Discount on meals,28,5/4/2023,10/6/2024
1158,4819303,186,Special Combo,7,7/1/2023,12/2/2024
1159,15169531,117,Special Combo,37,5/21/2023,2/20/2024
1160,424427,170,Special Combo,44,8/29/2023,7/15/2024
1161,10100990,85,Buy 1 Get 1,8,12/5/2023,5/30/2024
1162,13225171,32,Discount on meals,9,5/7/2023,4/8/2024
1163,12633798,135,Happy Hour,38,8/6/2023,8/30/2024
1164,11905856,124,Discount on meals,43,12/28/2023,4/1/2024
1165,11799347,92,Buy 1 Get 1,48,5/23/2023,3/12/2024
1166,10626421,134,Discount on meals,29,12/27/2023,6/26/2024
1167,1145611,50,Happy Hour,16,7/4/2023,12/8/2024
1168,10322163,140,Discount on meals,23,3/24/2023,11/5/2024
1169,5488715,20,Buy 1 Get 1,25,8/10/2023,7/7/2024
1170,2720809,134,Special Combo,15,9/7/2023,10/17/2024
1171,1435992,60,Discount on meals,10,8/9/2023,2/11/2024
1172,549268,34,Buy 1 Get 1,20,4/7/2023,11/26/2024
1173,5562139,10,Discount on meals,47,9/13/2023,12/5/2024
1174,6413212,196,Happy Hour,18,4/25/2023,1/4/2024
1175,5075093,83,Buy 1 Get 1,24,7/1/2023,9/9/2024
1176,12484439,182,Happy Hour,15,9/19/2023,5/9/2024
1177,4731997,198,Special Combo,5,9/9/2023,11/27/2024
1178,2136928,102,Happy Hour,42,1/26/2023,7/20/2024
1179,4039253,57,Discount on meals,20,11/30/2023,7/30/2024
1180,2446742,196,Discount on meals,5,10/1/2023,7/12/2024
1181,16700887,121,Buy 1 Get 1,14,10/7/2023,11/6/2024
1182,4091658,13,Happy Hour,9,12/15/2023,12/9/2024
1183,425627,40,Discount on meals,15,10/25/2023,5/13/2024
1184,3577218,169,Happy Hour,44,8/26/2023,8/24/2024
1185,12179112,157,Happy Hour,13,10/2/2023,10/22/2024
1186,8605052,197,Discount on meals,49,1/25/2023,11/7/2024
1187,15203297,23,Discount on meals,42,11/10/2023,2/13/2024
1188,3737060,26,Happy Hour,39,6/12/2023,8/10/2024
1189,1008484,82,Buy 1 Get 1,37,8/5/2023,2/2/2024
1190,9729862,161,Special Combo,14,6/1/2023,4/2/2024
1191,5965636,199,Buy 1 Get 1,5,6/23/2023,11/27/2024
1192,543690,166,Discount on meals,5,10/16/2023,11/27/2024
1193,4417322,72,Buy 1 Get 1,25,4/19/2023,4/15/2024
1194,423349,132,Buy 1 Get 1,21,2/19/2023,2/16/2024
1195,16739342,177,Discount on meals,23,4/5/2023,4/12/2024
1196,4826235,112,Special Combo,42,5/30/2023,3/9/2024
1197,3716758,21,Discount on meals,36,7/28/2023,3/27/2024
1198,8594483,103,Happy Hour,29,5/5/2023,12/4/2024
1199,1128766,23,Special Combo,30,10/18/2023,7/9/2024
1200,5032812,13,Happy Hour,28,10/15/2023,11/11/2024
1201,476854,46,Buy 1 Get 1,14,4/2/2023,6/30/2024
1202,8141932,104,Special Combo,29,6/10/2023,8/6/2024
1203,1571722,160,Buy 1 Get 1,30,12/24/2023,10/9/2024
1204,13899428,127,Buy 1 Get 1,36,3/14/2023,3/4/2024
1205,457882,191,Special Combo,25,11/28/2023,2/20/2024
1206,549201,129,Happy Hour,35,4/23/2023,11/1/2024
1207,12996319,85,Happy Hour,13,11/7/2023,7/17/2024
1208,911157,152,Special Combo,11,11/4/2023,8/17/2024
1209,3331773,133,Buy 1 Get 1,9,5/4/2023,10/9/2024
1210,903572,131,Buy 1 Get 1,6,12/18/2023,4/8/2024
1211,7350673,22,Discount on meals,18,12/10/2023,5/10/2024
1212,479379,116,Special Combo,12,10/4/2023,2/20/2024
1213,2242013,128,Discount on meals,10,3/25/2023,10/19/2024
1214,13397949,42,Discount on meals,17,4/6/2023,12/25/2024
1215,4346308,155,Buy 1 Get 1,6,8/10/2023,2/27/2024
1216,3683690,116,Happy Hour,13,6/23/2023,6/25/2024
1217,13473027,197,Discount on meals,29,6/19/2023,6/11/2024
1218,5607510,58,Buy 1 Get 1,25,9/6/2023,5/7/2024
1219,2035361,54,Buy 1 Get 1,31,12/23/2023,2/2/2024
1220,490883,193,Special Combo,44,1/29/2023,1/3/2024
1221,457150,97,Happy Hour,10,3/5/2023,8/5/2024
1222,4797730,170,Buy 1 Get 1,44,5/31/2023,2/1/2024
1223,3247918,10,Discount on meals,34,10/23/2023,3/2/2024
1224,2560199,118,Discount on meals,21,6/29/2023,11/15/2024
1225,4850293,113,Buy 1 Get 1,49,7/6/2023,4/15/2024
1226,2097811,59,Special Combo,7,6/25/2023,4/16/2024
1227,484420,96,Buy 1 Get 1,18,2/10/2023,2/3/2024
1228,6855360,104,Special Combo,18,6/16/2023,2/7/2024
1229,423666,174,Discount on meals,39,12/25/2023,8/15/2024
1230,1143073,39,Buy 1 Get 1,46,12/16/2023,11/6/2024
1231,425512,114,Special Combo,36,3/20/2023,8/6/2024
1232,12487421,77,Buy 1 Get 1,25,2/19/2023,12/26/2024
1233,10247566,185,Discount on meals,29,8/15/2023,12/2/2024
1234,4399856,100,Discount on meals,18,12/24/2023,1/8/2024
1235,4624377,148,Happy Hour,11,6/29/2023,7/26/2024
1236,3737199,119,Buy 1 Get 1,21,9/15/2023,7/20/2024
1237,15866591,137,Buy 1 Get 1,43,3/3/2023,12/20/2024
1238,6720955,168,Happy Hour,38,9/24/2023,7/4/2024
1239,8525316,25,Happy Hour,8,8/10/2023,3/4/2024
1240,4766705,149,Buy 1 Get 1,6,2/5/2023,9/9/2024
1241,7725139,137,Buy 1 Get 1,33,7/1/2023,12/13/2024
1242,5065955,69,Special Combo,35,4/21/2023,6/1/2024
1243,8526790,182,Special Combo,12,5/5/2023,2/5/2024
1244,3256776,68,Happy Hour,29,12/7/2023,6/21/2024
1245,6537630,176,Happy Hour,32,1/3/2023,1/10/2024
1246,15165858,164,Buy 1 Get 1,14,4/23/2023,11/9/2024
1247,15324312,89,Buy 1 Get 1,45,8/4/2023,6/5/2024
1248,12640244,113,Happy Hour,32,8/4/2023,5/16/2024
1249,9608955,194,Discount on meals,48,12/24/2023,10/7/2024
1250,5068661,172,Happy Hour,43,4/26/2023,10/13/2024
1251,6405799,179,Special Combo,30,2/13/2023,12/22/2024
1252,12542582,99,Discount on meals,11,1/8/2023,5/8/2024
1253,1518800,87,Discount on meals,10,11/4/2023,9/24/2024
1254,15561701,55,Happy Hour,22,7/15/2023,8/2/2024
1255,4277883,121,Special Combo,32,4/7/2023,4/28/2024
1256,6556675,184,Happy Hour,9,12/30/2023,4/22/2024
1257,5101346,17,Special Combo,41,5/28/2023,5/2/2024
1258,15331761,192,Discount on meals,26,5/22/2023,2/3/2024
1259,425542,120,Special Combo,16,5/15/2023,8/14/2024
1260,521101,149,Happy Hour,17,8/17/2023,6/11/2024
1261,3781384,47,Special Combo,27,10/10/2023,6/5/2024
1262,10701466,118,Buy 1 Get 1,12,1/26/2023,2/18/2024
1263,15170082,91,Special Combo,30,9/28/2023,5/27/2024
1264,14077337,193,Buy 1 Get 1,19,4/6/2023,12/15/2024
1265,12703077,179,Special Combo,14,9/18/2023,8/11/2024
1266,10322045,182,Buy 1 Get 1,16,9/16/2023,11/11/2024
1267,789243,75,Buy 1 Get 1,17,5/21/2023,3/6/2024
1268,3795189,110,Happy Hour,42,9/7/2023,9/8/2024
1269,4461036,105,Buy 1 Get 1,33,9/27/2023,5/7/2024
1270,15654337,166,Buy 1 Get 1,48,6/19/2023,7/31/2024
1271,5240561,53,Special Combo,12,4/14/2023,10/11/2024
1272,1201442,28,Discount on meals,17,9/4/2023,4/5/2024
1273,14881967,92,Special Combo,41,3/20/2023,11/24/2024
1274,947997,79,Special Combo,7,10/9/2023,11/6/2024
1275,15166330,199,Discount on meals,44,9/10/2023,3/24/2024
1276,424507,49,Happy Hour,29,4/2/2023,3/4/2024
1277,7616347,33,Happy Hour,10,11/14/2023,10/21/2024
1278,4823309,176,Buy 1 Get 1,20,10/10/2023,7/27/2024
1279,3228519,54,Buy 1 Get 1,38,4/15/2023,3/23/2024
1280,833474,124,Happy Hour,28,6/19/2023,8/20/2024
1281,4374757,66,Buy 1 Get 1,19,3/20/2023,11/12/2024
1282,4569373,129,Special Combo,27,7/4/2023,11/11/2024
1283,4254047,131,Buy 1 Get 1,40,5/25/2023,9/1/2024
1284,10712676,158,Special Combo,36,11/6/2023,3/18/2024
1285,4294767,19,Buy 1 Get 1,21,3/29/2023,11/5/2024
1286,2022499,22,Happy Hour,35,7/9/2023,10/28/2024
1287,12184952,97,Discount on meals,32,9/12/2023,1/26/2024
1288,12457005,167,Special Combo,33,5/27/2023,5/15/2024
1289,18190873,189,Discount on meals,16,3/6/2023,4/20/2024
1290,5485294,52,Special Combo,32,9/4/2023,10/14/2024
1291,15146696,156,Happy Hour,32,6/23/2023,1/24/2024
1292,5076088,114,Buy 1 Get 1,28,6/25/2023,9/30/2024
1293,4467458,122,Buy 1 Get 1,12,9/9/2023,8/27/2024
1294,16713357,32,Buy 1 Get 1,41,4/11/2023,5/9/2024
1295,549087,68,Buy 1 Get 1,23,12/24/2023,2/19/2024
1296,12564010,100,Buy 1 Get 1,26,9/27/2023,8/22/2024
1297,502413,91,Discount on meals,40,4/6/2023,4/22/2024
1298,4278325,24,Special Combo,32,4/1/2023,12/15/2024
1299,537225,97,Happy Hour,20,7/18/2023,8/26/2024
1300,3575543,167,Special Combo,23,10/10/2023,12/11/2024
1301,952666,32,Special Combo,46,3/3/2023,2/29/2024
1302,3924330,81,Happy Hour,49,7/5/2023,5/26/2024
1303,15336387,102,Discount on meals,37,8/15/2023,1/29/2024
1304,1547929,137,Discount on meals,39,3/31/2023,11/6/2024
1305,5496957,119,Happy Hour,15,5/18/2023,6/3/2024
1306,423989,66,Happy Hour,31,8/29/2023,1/19/2024
1307,11698277,125,Special Combo,11,2/5/2023,1/4/2024
1308,479395,173,Buy 1 Get 1,12,9/19/2023,11/2/2024
1309,4544133,61,Happy Hour,38,8/5/2023,10/16/2024
1310,3473007,124,Discount on meals,46,6/23/2023,9/26/2024
1311,16665828,155,Discount on meals,15,9/29/2023,4/6/2024
1312,4456217,37,Happy Hour,14,1/2/2023,10/26/2024
1313,5564196,41,Buy 1 Get 1,34,1/25/2023,2/6/2024
1314,4743744,140,Buy 1 Get 1,9,3/1/2023,7/30/2024
1315,12192119,137,Discount on meals,11,1/21/2023,11/14/2024
1316,17755871,10,Discount on meals,47,5/7/2023,10/13/2024
1317,4374148,153,Special Combo,33,8/12/2023,5/28/2024
1318,4824616,63,Special Combo,17,11/20/2023,12/17/2024
1319,12281642,53,Buy 1 Get 1,5,2/13/2023,3/7/2024
1320,5564285,142,Discount on meals,29,6/28/2023,8/20/2024
1321,3318749,137,Special Combo,37,4/26/2023,5/14/2024
1322,423654,20,Happy Hour,24,12/7/2023,10/11/2024
1323,3706457,12,Happy Hour,15,3/20/2023,9/15/2024
1324,833474,84,Discount on meals,30,1/6/2023,11/17/2024
1325,12125743,82,Special Combo,7,9/23/2023,1/24/2024
1326,4624377,44,Buy 1 Get 1,19,4/22/2023,12/1/2024
1327,4816413,94,Discount on meals,17,12/12/2023,1/23/2024
1328,15619834,195,Special Combo,7,9/24/2023,4/29/2024
1329,801257,109,Happy Hour,46,1/10/2023,3/2/2024
1330,4718825,123,Discount on meals,9,1/25/2023,5/18/2024
1331,1923765,58,Buy 1 Get 1,9,3/3/2023,10/21/2024
1332,13150824,29,Special Combo,13,7/23/2023,10/31/2024
1333,1988088,136,Buy 1 Get 1,33,10/22/2023,7/13/2024
1334,2460595,124,Discount on meals,40,12/24/2023,9/18/2024
1335,1182105,182,Discount on meals,38,6/27/2023,12/1/2024
1336,14080068,60,Happy Hour,28,2/26/2023,9/12/2024
1337,15173282,136,Happy Hour,23,2/21/2023,3/20/2024
1338,13205972,168,Buy 1 Get 1,8,8/22/2023,3/23/2024
1339,2324642,40,Discount on meals,18,12/25/2023,8/30/2024
1340,1998984,97,Happy Hour,11,8/31/2023,3/27/2024
1341,4275386,137,Discount on meals,48,3/18/2023,7/26/2024
1342,8425240,137,Buy 1 Get 1,7,6/20/2023,12/30/2024
1343,3441799,28,Special Combo,19,8/26/2023,7/29/2024
1344,12703225,195,Discount on meals,47,11/11/2023,11/20/2024
1345,1368273,170,Happy Hour,8,3/3/2023,3/23/2024
1346,4722516,66,Buy 1 Get 1,44,10/30/2023,12/30/2024
1347,15170082,13,Special Combo,5,8/4/2023,12/4/2024
1348,3738576,21,Happy Hour,23,6/1/2023,4/18/2024
1349,424435,149,Discount on meals,28,5/15/2023,9/11/2024
1350,4277883,136,Discount on meals,27,3/2/2023,8/11/2024
1351,7621902,151,Happy Hour,44,12/8/2023,8/24/2024
1352,3781394,106,Happy Hour,30,7/15/2023,8/27/2024
1353,10079368,32,Special Combo,24,5/13/2023,12/1/2024
1354,4331037,108,Discount on meals,18,5/22/2023,7/12/2024
1355,18378369,187,Special Combo,5,10/19/2023,7/24/2024
1356,4836732,41,Special Combo,40,7/13/2023,7/3/2024
1357,5020789,89,Special Combo,20,8/23/2023,2/18/2024
1358,527130,59,Happy Hour,8,4/6/2023,11/9/2024
1359,4114103,145,Special Combo,13,7/17/2023,12/15/2024
1360,2192432,189,Discount on meals,48,5/29/2023,5/8/2024
1361,15253068,178,Special Combo,37,6/27/2023,11/27/2024
1362,3723408,198,Discount on meals,40,4/13/2023,4/12/2024
1363,10531793,183,Happy Hour,22,7/1/2023,6/10/2024
1364,3389328,24,Discount on meals,25,4/3/2023,6/14/2024
1365,4801131,24,Buy 1 Get 1,44,1/29/2023,10/9/2024
1366,4093017,62,Discount on meals,44,8/18/2023,10/26/2024
1367,3795262,154,Happy Hour,37,4/27/2023,1/8/2024
1368,426040,199,Buy 1 Get 1,49,2/14/2023,6/29/2024
1369,1368208,103,Happy Hour,16,12/11/2023,12/18/2024
1370,2317405,179,Special Combo,47,2/4/2023,3/11/2024
1371,12805512,110,Happy Hour,15,2/8/2023,4/16/2024
1372,8282678,58,Buy 1 Get 1,13,7/13/2023,7/6/2024
1373,426063,91,Buy 1 Get 1,27,3/19/2023,8/6/2024
1374,15075135,105,Happy Hour,21,11/7/2023,1/11/2024
1375,15709104,58,Discount on meals,25,5/6/2023,4/30/2024
1376,15662360,108,Special Combo,34,9/1/2023,9/30/2024
1377,3367950,63,Happy Hour,35,1/4/2023,3/15/2024
1378,4108233,164,Discount on meals,21,1/25/2023,2/25/2024
1379,4331649,49,Buy 1 Get 1,36,4/19/2023,4/21/2024
1380,424323,100,Discount on meals,5,1/13/2023,6/9/2024
1381,4733645,119,Discount on meals,25,12/8/2023,5/2/2024
1382,4733808,100,Buy 1 Get 1,47,7/10/2023,11/8/2024
1383,7312497,94,Discount on meals,45,9/26/2023,10/30/2024
1384,4279155,104,Discount on meals,6,8/8/2023,9/6/2024
1385,9563471,103,Happy Hour,26,11/17/2023,11/23/2024
1386,4457361,155,Buy 1 Get 1,27,12/5/2023,4/11/2024
1387,7915511,15,Discount on meals,46,4/25/2023,9/15/2024
1388,4569961,108,Discount on meals,39,10/3/2023,8/3/2024
1389,5105272,18,Special Combo,18,4/9/2023,1/6/2024
1390,4039253,193,Special Combo,16,7/12/2023,4/16/2024
1391,4456359,16,Discount on meals,8,7/17/2023,4/27/2024
1392,12255904,188,Discount on meals,20,2/16/2023,2/1/2024
1393,9865069,152,Happy Hour,11,4/2/2023,10/19/2024
1394,4617520,31,Discount on meals,28,3/22/2023,8/25/2024
1395,13112232,67,Discount on meals,17,4/14/2023,6/8/2024
1396,5263187,146,Special Combo,19,11/8/2023,10/20/2024
1397,12896591,100,Buy 1 Get 1,49,6/24/2023,9/17/2024
1398,15118884,23,Happy Hour,28,9/20/2023,7/19/2024
1399,12342573,10,Buy 1 Get 1,23,10/22/2023,10/17/2024
1400,9589976,140,Discount on meals,26,5/31/2023,2/9/2024
1401,5513328,134,Discount on meals,39,10/26/2023,10/4/2024
1402,10734472,145,Buy 1 Get 1,14,3/29/2023,3/30/2024
1403,12100215,120,Special Combo,10,9/5/2023,12/8/2024
1404,426040,154,Special Combo,23,2/28/2023,8/28/2024
1405,4114170,29,Buy 1 Get 1,48,10/23/2023,1/27/2024
1406,4440485,85,Special Combo,18,12/27/2023,8/15/2024
1407,457952,193,Discount on meals,13,2/22/2023,10/29/2024
1408,12210280,181,Buy 1 Get 1,49,7/17/2023,8/24/2024
1409,2436489,192,Buy 1 Get 1,19,4/5/2023,3/20/2024
1410,11779653,173,Special Combo,44,9/1/2023,12/11/2024
1411,2327181,64,Happy Hour,38,9/13/2023,8/22/2024
1412,7611362,30,Discount on meals,7,2/12/2023,6/7/2024
1413,13127237,51,Happy Hour,23,7/22/2023,9/12/2024
1414,459130,37,Special Combo,30,9/15/2023,2/3/2024
1415,7284900,105,Buy 1 Get 1,16,8/25/2023,2/22/2024
1416,3741450,194,Happy Hour,22,1/31/2023,12/28/2024
1417,2327635,64,Discount on meals,33,3/20/2023,9/13/2024
1418,10057331,120,Buy 1 Get 1,36,10/13/2023,1/14/2024
1419,915481,127,Buy 1 Get 1,35,12/16/2023,3/24/2024
1420,15089332,195,Special Combo,49,12/18/2023,4/19/2024
1421,3292517,157,Happy Hour,25,4/26/2023,9/20/2024
1422,9861902,30,Discount on meals,42,6/30/2023,2/29/2024
1423,4243915,48,Discount on meals,31,1/1/2023,9/10/2024
1424,15681607,140,Happy Hour,46,11/23/2023,7/28/2024
1425,527499,147,Buy 1 Get 1,32,3/2/2023,2/17/2024
1426,5101346,176,Buy 1 Get 1,38,10/22/2023,7/27/2024
1427,4811134,151,Buy 1 Get 1,31,6/28/2023,12/29/2024
1428,5077419,108,Discount on meals,38,12/31/2023,3/23/2024
1429,1933574,143,Special Combo,26,10/30/2023,11/8/2024
1430,826578,168,Buy 1 Get 1,11,1/30/2023,1/3/2024
1431,10901318,97,Buy 1 Get 1,29,3/29/2023,4/28/2024
1432,4893212,163,Buy 1 Get 1,35,1/8/2023,1/31/2024
1433,2067213,144,Happy Hour,17,7/22/2023,9/8/2024
1434,1195513,57,Happy Hour,27,12/2/2023,9/1/2024
1435,5954115,174,Buy 1 Get 1,39,10/26/2023,7/17/2024
1436,9703191,74,Special Combo,31,6/8/2023,6/26/2024
1437,424629,125,Happy Hour,28,4/3/2023,4/30/2024
1438,1233506,151,Discount on meals,29,9/28/2023,4/23/2024
1439,2139901,183,Happy Hour,10,2/6/2023,11/23/2024
1440,13827916,189,Discount on meals,35,5/12/2023,3/10/2024
1441,5292749,78,Buy 1 Get 1,13,1/8/2023,11/13/2024
1442,5101951,131,Discount on meals,43,4/15/2023,4/22/2024
1443,423628,74,Discount on meals,44,11/29/2023,4/16/2024
1444,4416342,57,Special Combo,16,4/29/2023,9/2/2024
1445,16726451,159,Buy 1 Get 1,32,5/27/2023,3/31/2024
1446,2179992,75,Buy 1 Get 1,47,8/21/2023,6/30/2024
1447,7744801,134,Happy Hour,22,1/8/2023,4/21/2024
1448,481077,160,Discount on meals,49,11/10/2023,5/5/2024
1449,13359586,55,Happy Hour,31,6/18/2023,5/26/2024
1450,2467490,72,Buy 1 Get 1,38,2/27/2023,2/26/2024
1451,425587,156,Special Combo,46,11/1/2023,4/8/2024
1452,3731680,173,Happy Hour,27,4/14/2023,12/16/2024
1453,625325,56,Special Combo,5,8/22/2023,5/28/2024
1454,479396,157,Special Combo,27,8/22/2023,10/16/2024
1455,4252806,35,Special Combo,39,5/24/2023,1/21/2024
1456,4139357,51,Special Combo,10,5/16/2023,6/7/2024
1457,424489,182,Happy Hour,30,2/5/2023,5/3/2024
1458,7353187,158,Discount on meals,22,3/10/2023,6/12/2024
1459,4728031,73,Happy Hour,49,1/12/2023,1/19/2024
1460,13842877,119,Buy 1 Get 1,12,12/10/2023,1/14/2024
1461,4987851,169,Discount on meals,45,12/14/2023,11/16/2024
1462,1308338,109,Special Combo,6,4/4/2023,10/5/2024
1463,2724192,27,Happy Hour,22,2/28/2023,4/20/2024
1464,7724897,73,Special Combo,10,6/4/2023,1/18/2024
1465,3782285,31,Discount on meals,35,8/15/2023,5/31/2024
1466,2410722,16,Discount on meals,12,7/16/2023,3/1/2024
1467,10664319,21,Buy 1 Get 1,46,6/17/2023,2/3/2024
1468,1862364,188,Buy 1 Get 1,9,3/16/2023,6/5/2024
1469,4455044,27,Happy Hour,35,1/26/2023,5/31/2024
1470,1236278,159,Special Combo,19,3/27/2023,1/6/2024
1471,6732496,159,Buy 1 Get 1,9,9/24/2023,3/27/2024
1472,13956710,145,Special Combo,31,9/19/2023,2/7/2024
1473,11769469,123,Happy Hour,19,10/9/2023,11/17/2024
1474,13442035,41,Buy 1 Get 1,23,2/20/2023,6/14/2024
1475,807379,25,Buy 1 Get 1,5,6/18/2023,6/3/2024
1476,4919751,143,Happy Hour,15,2/2/2023,2/15/2024
1477,4600118,96,Discount on meals,44,7/12/2023,7/22/2024
1478,10186519,124,Buy 1 Get 1,17,5/31/2023,5/25/2024
1479,8118203,45,Happy Hour,28,2/14/2023,2/26/2024
1480,5094138,105,Special Combo,14,10/1/2023,10/2/2024
1481,4726144,185,Happy Hour,35,10/16/2023,7/17/2024
1482,11737077,26,Discount on meals,45,8/6/2023,7/14/2024
1483,4744772,116,Buy 1 Get 1,36,4/25/2023,9/2/2024
1484,649358,22,Buy 1 Get 1,45,1/29/2023,1/23/2024
1485,14208455,192,Buy 1 Get 1,9,5/5/2023,1/23/2024
1486,2490418,194,Discount on meals,31,3/8/2023,12/12/2024
1487,12034300,128,Happy Hour,25,2/23/2023,5/16/2024
1488,4997869,47,Buy 1 Get 1,40,10/26/2023,9/18/2024
1489,1013034,126,Happy Hour,28,9/22/2023,2/11/2024
1490,3314712,47,Happy Hour,34,6/19/2023,9/23/2024
1491,16825696,84,Discount on meals,43,2/26/2023,4/8/2024
1492,3782320,17,Buy 1 Get 1,28,10/17/2023,6/28/2024
1493,2386933,39,Discount on meals,10,7/11/2023,9/15/2024
1494,11751462,38,Discount on meals,17,4/8/2023,8/7/2024
1495,4836732,75,Happy Hour,9,12/20/2023,4/21/2024
1496,17434034,100,Discount on meals,24,7/24/2023,4/24/2024
1497,15355378,31,Discount on meals,6,2/26/2023,1/3/2024
1498,5552723,152,Happy Hour,20,3/17/2023,7/4/2024
1499,12568321,185,Special Combo,29,11/27/2023,12/16/2024
1500,8127531,27,Happy Hour,14,2/11/2023,11/2/2024
1501,477508,91,Happy Hour,6,2/28/2023,1/29/2024
1502,4231745,78,Buy 1 Get 1,21,1/19/2023,10/7/2024
1503,423401,122,Discount on meals,10,6/29/2023,8/22/2024
1504,4922092,127,Happy Hour,7,7/8/2023,10/1/2024
1505,459362,23,Special Combo,49,8/18/2023,7/16/2024
1506,12914769,96,Special Combo,24,5/13/2023,7/25/2024
1507,3160521,159,Buy 1 Get 1,24,11/26/2023,6/26/2024
1508,423812,34,Buy 1 Get 1,24,9/29/2023,11/1/2024
1509,478321,19,Special Combo,6,8/20/2023,3/14/2024
1510,14086809,71,Buy 1 Get 1,13,5/28/2023,9/11/2024
1511,7691708,141,Special Combo,5,1/16/2023,4/9/2024
1512,4416397,138,Happy Hour,6,10/22/2023,9/17/2024
1513,7814143,69,Discount on meals,25,6/26/2023,8/23/2024
1514,15166525,193,Discount on meals,34,3/15/2023,9/16/2024
1515,4635865,38,Special Combo,15,3/16/2023,2/1/2024
1516,10319649,154,Happy Hour,39,7/25/2023,9/24/2024
1517,607771,94,Buy 1 Get 1,7,6/11/2023,9/29/2024
1518,10486076,123,Special Combo,37,10/2/2023,6/13/2024
1519,11888820,187,Happy Hour,28,6/24/2023,6/30/2024
1520,5002599,143,Special Combo,6,9/10/2023,12/5/2024
1521,11671477,88,Discount on meals,41,11/30/2023,5/1/2024
1522,425848,142,Buy 1 Get 1,45,2/1/2023,9/16/2024
1523,1953860,32,Discount on meals,16,5/27/2023,2/23/2024
1524,6696983,133,Special Combo,27,7/26/2023,3/21/2024
1525,3256776,168,Special Combo,29,3/5/2023,8/21/2024
